balls,strikes,samples,avg_base_lookup,avg_base_raw,avg_scale,avg_count_adjust,avg_close_ball_bonus,avg_discipline_adjust,avg_discipline_bias,avg_discipline_logit_offset,avg_close_strike_mix,avg_penalty_source,avg_penalty_factor,avg_penalty_floor,avg_penalty_delta,avg_penalty_multiplier,avg_location_adjust,avg_take_bonus,avg_pre_two_strike,avg_two_strike_bonus,avg_final,avg_discipline,avg_discipline_raw,avg_discipline_raw_scaled,avg_discipline_norm,avg_discipline_clamped,avg_discipline_logit,avg_discipline_pct,avg_discipline_penalty,pitch_kind_sure_strike_pct,pitch_kind_close_strike_pct,pitch_kind_close_ball_pct,pitch_kind_sure_ball_pct
0,0,16054,0.42273822499067937,0.40532951289412505,0.9153694904694364,-0.0031999999999996805,0.0,-0.005052560029463556,0.46556296257051627,0.0,0.0013342469166562846,0.9655629625705177,0.8417676270272902,0.31999999999999795,0.025625664270266746,1.0420231717952382,0.0,-0.04260869565217513,0.45260439824556187,0.0,0.45260439824556187,1.0,181.67316556621404,178.0397022548891,1.780397022549048,1.0,0.9655629625705177,1.0400000000004284,1.3600000000003098,0.7665379344711598,0.003924255637224368,0.04123582907686558,0.18830198081475022
0,1,6316,0.248100153894888,0.24304464851170116,0.7237633312222597,0.0,0.0,-0.06555589787249744,0.3926600884606747,0.0,0.0005921469284357187,0.8926600884606722,0.4434983982077524,0.0,0.07692773478658459,1.011149461684692,0.0,-0.10274857504750029,0.25947199080895766,0.0,0.25947199080895766,1.0,156.64613679544016,153.5132140595332,1.5351321405952993,1.0,0.8926600884606722,1.0399999999999672,1.3599999999998906,0.44252691576947434,0.0017416086130462318,0.10497150094996834,0.4507599746675111
0,2,1476,0.1895374390243899,0.188719512195124,0.6593959349593602,0.0008000000000000004,0.0,-0.0574995044481134,0.2626807040849621,0.0,0.00023035230352303526,0.7626807040849614,0.33965447723309267,0.0,0.05856418949258839,1.0133197831978227,0.0,-0.104471544715447,0.1916536272753077,0.1200000000000025,0.31165362727530954,1.0,136.8719512195122,134.13451219512345,1.341345121951222,1.0,0.7626807040849614,1.0399999999999787,1.359999999999957,0.3340108401084011,0.0006775067750677507,0.1429539295392954,0.5223577235772358
1,0,5851,0.4351640929755684,0.4168877115022929,0.9292263202870921,-0.0028000000000002337,0.0,1.0141163833987377e-05,0.4830972351838376,0.0,0.00226627926850111,0.9830972351838123,0.8524311144355661,0.2999999999999701,0.02395581338012951,1.0170090582806237,0.0,-0.0380311057938809,0.46722253272857833,0.0,0.46722253272857833,1.0,196.62365407622627,192.69118099469497,1.9269118099470082,1.0,0.9830972351838123,1.0399999999999676,1.3599999999998624,0.7873867714920526,0.006665527260297385,0.03948043069560759,0.16646727055204238
1,1,5920,0.3947118128378476,0.3793260135134991,0.8845968581080783,0.0,0.0,-0.0122808565438718,0.33557287996479,0.0,0.0012635135135135131,0.8355728799647907,0.7306343506013996,0.05000000000000558,0.03090473073787674,1.0057128378378744,0.0,-0.05169594594594486,0.41499784598513906,0.0,0.41499784598513906,1.0,146.41951013513514,143.49111993242775,1.4349111993243207,1.0,0.8355728799647907,1.0399999999999674,1.3599999999998602,0.7143581081081081,0.0037162162162162164,0.05861486486486486,0.2233108108108108
1,2,3036,0.2699507193675993,0.26339920948615436,0.7475999999999842,0.0005999999999999805,0.0,-0.03812178233707329,0.25860675577125275,0.0,0.0003359683794466403,0.7586067557712489,0.511258046205308,0.050000000000000086,0.04259151761841662,1.0103227931488719,0.0,-0.08194993412384532,0.27731475985653226,0.12000000000000353,0.3973147598565245,1.0,136.3858695652174,133.65815217391318,1.3365815217391406,1.0,0.7586067557712489,1.039999999999971,1.3600000000000387,0.48386034255599475,0.0009881422924901185,0.10540184453227931,0.40974967061923584
2,0,2070,0.43424742415460116,0.41601932367148636,0.9284634782608416,-0.0034999999999998864,0.0,-0.0004303993127439181,0.4655352127682806,0.0,0.0031207729468599025,0.9655352127682779,0.8298539428073682,0.19999999999999277,0.02635433398775406,1.0043285024154556,0.0,-0.038434782608695886,0.4637265086860487,0.0,0.4637265086860487,1.0,181.69710144927535,178.06315942029013,1.7806315942028847,1.0,0.9655352127682779,1.0399999999999743,1.3600000000000025,0.7835748792270532,0.009178743961352657,0.03768115942028986,0.16956521739130434
2,1,3112,0.43456732390746855,0.41631105398456225,0.9288316838046241,-0.0023999999999999174,0.0,-0.0005826792085120656,0.3660191913641031,0.0,0.003168380462724935,0.8660191913640997,0.8596488711918395,0.3400000000000074,0.016350426283858233,1.0043187660668345,0.0,-0.03839331619537315,0.457252693348283,0.0,0.457252693348283,1.0,151.42014781491002,148.39174485861207,1.4839174485861273,1.0,0.8660191913640997,1.0399999999999707,1.3600000000000296,0.7840616966580977,0.009318766066838046,0.036632390745501286,0.16998714652956298
2,2,2609,0.43147377385972907,0.41344959754694005,0.9252452280567118,0.000399999999999981,0.0,-0.0014136689246619222,0.3331330302280233,0.0,0.0024760444614794932,0.8331330302280322,0.8268350346423181,0.19999999999999296,0.01863498029237809,1.004400153315443,0.0,-0.03464929091606008,0.4540830171211006,0.12000000000000337,0.5740830171210904,1.0,146.0628593330778,143.1416021464175,1.4314160214641842,1.0,0.8331330302280322,1.039999999999972,1.3600000000000283,0.7799923342276734,0.007282483710233806,0.03947872748179379,0.17324645458029897
3,0,749,0.3967993110814462,0.3812149532710299,0.8870769025367243,-0.004000000000000003,0.0,0.0,0.0,0.0,0.0018157543391188252,0.5,1.0,0.34999999999999665,0.0,1.0056608811748968,0.0,-0.05158878504672898,0.39111108144191975,0.0,0.39111108144191975,0.5,171.77369826435248,168.33822429906638,1.6833822429906622,0.5,0.5,1.0399999999999934,1.3600000000000119,0.7169559412550067,0.0053404539385847796,0.049399198931909215,0.22830440587449932
3,1,1354,0.42266270901034786,0.4052806499261371,0.9157140324963046,0.0034999999999999125,0.0,0.0,0.0,0.0,0.003013293943870014,0.5,1.0,0.3500000000000083,0.0,1.004756277695713,0.0,-0.04206794682422465,0.42302687149187373,0.0,0.42302687149187373,0.5,91.38847858197931,89.56070901033863,0.8956070901033966,0.5,0.5,1.03999999999998,1.3599999999999621,0.7621861152141802,0.008862629246676515,0.0465288035450517,0.18242245199409157
