balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,13807.0,4061.0,9746.0,3182.0,1058.0,1528.0,954.0,5226.0,1705.0,0.0,0.0,15.0,4479.0,0.294126167885855,0.705873832114145,0.07662779749402478,0.23046280872021438,0.7835508495444472,0.37850365756500326,0.12348808575360325
0,1,6510.0,1160.0,5350.0,1087.0,326.0,435.0,268.0,2662.0,503.0,0.0,0.0,13.0,1306.0,0.1781874039938556,0.8218125960061444,0.05007680491551459,0.16697388632872504,0.9370689655172414,0.40890937019969276,0.07726574500768049
0,2,3176.0,500.0,2676.0,422.0,0.0,70.0,58.0,951.0,168.0,0.0,2146.0,9.0,498.0,0.1574307304785894,0.8425692695214105,0.0,0.13287153652392947,0.844,0.2994332493702771,0.05289672544080604
1,0,4655.0,1360.0,3295.0,1074.0,312.0,565.0,340.0,1822.0,575.0,0.0,0.0,13.0,1494.0,0.2921589688506982,0.7078410311493019,0.06702470461868958,0.23071965628356605,0.7897058823529411,0.39140708915145006,0.12352309344790548
1,1,4371.0,1251.0,3120.0,1011.0,339.0,500.0,323.0,1506.0,549.0,0.0,0.0,10.0,1434.0,0.2862045298558682,0.7137954701441318,0.07755662319835278,0.2312971859986273,0.8081534772182254,0.34454358270418667,0.12560054907343857
1,2,3008.0,757.0,2251.0,529.0,0.0,110.0,84.0,852.0,252.0,0.0,2038.0,8.0,772.0,0.25166223404255317,0.7483377659574468,0.0,0.17586436170212766,0.6988110964332893,0.28324468085106386,0.08377659574468085
2,0,1612.0,481.0,1131.0,371.0,123.0,186.0,130.0,628.0,186.0,0.0,0.0,2.0,505.0,0.29838709677419356,0.7016129032258065,0.07630272952853598,0.23014888337468983,0.7713097713097713,0.38957816377171217,0.11538461538461539
2,1,1996.0,595.0,1401.0,491.0,152.0,250.0,173.0,709.0,260.0,0.0,0.0,3.0,682.0,0.29809619238476953,0.7019038076152304,0.07615230460921844,0.24599198396793587,0.8252100840336134,0.35521042084168336,0.13026052104208416
2,2,1650.0,685.0,965.0,420.0,0.0,105.0,71.0,408.0,248.0,0.0,1136.0,1.0,726.0,0.41515151515151516,0.5848484848484848,0.0,0.2545454545454545,0.6131386861313869,0.24727272727272728,0.1503030303030303
3,0,602.0,180.0,422.0,174.0,29.0,85.0,63.0,155.0,88.0,155.0,0.0,0.0,188.0,0.29900332225913623,0.7009966777408638,0.04817275747508306,0.28903654485049834,0.9666666666666667,0.2574750830564784,0.1461794019933555
3,1,989.0,373.0,616.0,285.0,54.0,145.0,101.0,239.0,120.0,239.0,0.0,0.0,281.0,0.37714863498483314,0.6228513650151668,0.054600606673407485,0.28816986855409504,0.7640750670241286,0.2416582406471183,0.12133468149646107
3,2,937.0,420.0,517.0,277.0,0.0,73.0,52.0,181.0,113.0,181.0,682.0,1.0,326.0,0.44823906083244397,0.551760939167556,0.0,0.29562433297758806,0.6595238095238095,0.19316969050160085,0.12059765208110992
