balls,strikes,samples,avg_base_lookup,avg_base_raw,avg_scale,avg_count_adjust,avg_close_ball_bonus,avg_discipline_adjust,avg_discipline_bias,avg_discipline_logit_offset,avg_close_strike_mix,avg_penalty_source,avg_penalty_factor,avg_penalty_floor,avg_penalty_delta,avg_penalty_multiplier,avg_location_adjust,avg_take_bonus,avg_pre_two_strike,avg_two_strike_bonus,avg_final,avg_discipline,avg_discipline_raw,avg_discipline_raw_scaled,avg_discipline_norm,avg_discipline_clamped,avg_discipline_logit,avg_discipline_pct,avg_discipline_penalty,pitch_kind_sure_strike_pct,pitch_kind_close_strike_pct,pitch_kind_close_ball_pct,pitch_kind_sure_ball_pct
0,0,14514,0.7671017511368584,0.32229433650265665,6.3803089086390345,-0.0035000000000006896,0.0,0.004885929017421401,0.4201142551394327,0.0,0.000819898029488769,0.9201142551393365,0.853667285305884,0.0,-0.1395243482480224,0.7783863855587708,0.0,-0.08143585503652355,0.547527476869689,0.0,0.547527476869689,1.0,181.6667011161637,159.866696982221,1.5986669698222618,1.0,0.9201142551393365,1.0,0.7199999999999238,0.5567727711175416,0.0023425657985393414,0.0842634697533416,0.35662119333057735
0,1,6701,0.8615690601402554,0.24132815997611842,9.037999447844655,0.0,0.0,-0.009900287888943498,0.29453010688448605,0.0,0.0006267721235636472,0.7945301068844516,0.8088453041664284,0.0,-0.1853570192357182,0.6651992239964184,0.0,-0.1233547231756525,0.5429570298399629,0.0,0.5429570298399629,1.0,156.5382032532458,137.75361886285575,1.3775361886285695,1.0,0.7945301068844516,1.0,0.7199999999999637,0.3303984479928369,0.0017907774958961348,0.12759289658259962,0.5402178779286674
0,2,3177,0.8859608536355045,0.22132200188858686,9.721330028329032,0.000799999999999953,0.0,-0.005683240763571531,0.11882583188031734,0.0,0.0003305004721435316,0.6188258318803095,0.8376138115046745,0.0,-0.1603177617046906,0.6364494806421152,0.0,-0.11627321372363475,0.6043708048971843,0.06000000000000179,0.664370804897171,1.0,136.3385269121813,119.9779036827207,1.1997790368272057,1.0,0.6188258318803095,1.0,0.7200000000000003,0.2728989612842304,0.0009442870632672333,0.1447906830343091,0.5813660686181933
1,0,4559,0.7635291388462521,0.32523799078745685,6.2827075235796945,-0.003999999999999874,0.0,0.0060426887161427745,0.45701466394138646,0.0,0.0010747971046282077,0.9570146639413718,0.8505615570561257,0.050000000000003854,-0.14181785175322761,0.7821890765518754,0.0,-0.0798596183373526,0.5438943574718018,0.0,0.5438943574718018,1.0,196.7374424215837,173.12894933099508,1.7312894933099714,1.0,0.9570146639413718,1.0,0.7199999999999396,0.5643781531037508,0.0030708488703663083,0.08313226584777364,0.34941873217810926
1,1,4203,0.767606376397821,0.3216226504877532,6.402494432548162,0.0,0.0,0.002440895470069076,0.21681764327893044,0.0,0.0014989293361884364,0.716817643278938,0.8853964146426364,0.05000000000000322,-0.11184313158020032,0.7764691886747561,0.0,-0.08162740899357403,0.5765767312941092,0.0,0.5765767312941092,1.0,146.69307637401855,129.08990720913778,1.2908990720913578,1.0,0.716817643278938,1.0,0.7199999999999513,0.5529383773495122,0.004282655246252677,0.08660480609088746,0.3561741613133476
1,2,2788,0.821309348637003,0.2763558106169421,7.90439913916796,0.0005999999999999847,0.0,-0.0017299747181574291,0.12122768307423462,0.0,0.000627690100430416,0.6212276830742278,0.8721687210905331,0.04999999999999909,-0.12613900140364445,0.7135939741750359,0.0,-0.09160688665709972,0.602365695327262,0.060000000000001726,0.6623656953272619,1.0,136.57765423242466,120.1883357245346,1.201883357245345,1.0,0.6212276830742278,1.0,0.7200000000000236,0.42718794835007173,0.001793400286944046,0.1129842180774749,0.4580344332855093
2,0,1455,0.765543741580757,0.3220343642611756,6.352239587628921,-0.0034999999999999073,0.0,0.00494569247574932,0.42054863165891787,0.0,0.0021649484536082476,0.9205486316589134,0.8538859669845454,0.19999999999999454,-0.1390792008297522,0.7776632302405498,0.0,-0.08142955326460559,0.5464806799621501,0.0,0.5464806799621501,1.0,181.75670103092784,159.94589690721637,1.5994589690721535,1.0,0.9205486316589134,1.0,0.7200000000000203,0.5553264604810997,0.006185567010309278,0.07835051546391752,0.36013745704467354
2,1,1845,0.7482152065040539,0.33671544715448154,5.863393170731772,-0.0019999999999999,0.0,0.0049091627172851765,0.25824756068969046,0.0,0.0020867208672086723,0.7582475606896786,0.890561688064526,0.1999999999999933,-0.10599862359259937,0.7986449864498645,0.0,-0.07388617886178912,0.5712395667669607,0.0,0.5712395667669607,1.0,151.65528455284553,133.45665040650312,1.3345665040650523,1.0,0.7582475606896786,1.0,0.7200000000000217,0.597289972899729,0.005962059620596206,0.06829268292682927,0.3284552845528455
2,2,1439,0.6984490562890969,0.3787769284225242,4.480449548297489,0.0004000000000000013,0.0,0.00981457134354649,0.21557949478265356,0.0,0.0036483669214732446,0.7155794947826482,0.9280453800941274,0.1999999999999946,-0.06993506042798943,0.8554551772063933,0.0,-0.04586518415566393,0.5928436471212518,0.06000000000000122,0.6528436471212581,1.0,146.53509381514942,128.95088255733194,1.2895088255733087,1.0,0.7155794947826482,1.0,0.7200000000000202,0.7109103544127866,0.010423905489923557,0.04933981931897151,0.2293259207783183
3,0,457,0.7420612341356714,0.34315098468271177,5.701586652078768,-0.004000000000000003,0.0,0.0,0.0,0.0,0.0030634573304157546,0.5,1.0,0.349999999999997,0.0,0.8041575492341356,0.0,-0.07010940919037187,0.6679518249452907,0.0,0.6679518249452907,0.5,172.15754923413567,151.4986433260395,1.5149864332603935,0.5,0.5,1.0,0.7200000000000053,0.6083150984682714,0.0087527352297593,0.08096280087527352,0.30196936542669583
3,1,760,0.7704666947368471,0.31642105263157533,6.487065000000034,0.0034999999999999723,0.0,0.0,0.0,0.0,0.0018421052631578947,0.5,1.0,0.34999999999999704,0.0,0.7723684210526316,0.0,-0.08463157894736878,0.6891002473684144,0.0,0.6891002473684144,0.5,91.81842105263158,80.80021052631555,0.8080021052631575,0.5,0.5,1.0,0.720000000000014,0.5447368421052632,0.005263157894736842,0.06710526315789474,0.3828947368421053
3,2,695,0.7240421294964084,0.35735251798560747,5.193722589928084,0.004000000000000003,0.0,0.0,0.0,0.0,0.0030215827338129497,0.5,1.0,0.4499999999999941,0.0,0.8258992805755395,0.0,-0.05553956834532375,0.6722550791366806,0.060000000000000095,0.7285428489208539,0.5,86.39784172661871,76.03010071942411,0.7603010071942419,0.5,0.5,1.0,0.7200000000000129,0.6517985611510791,0.008633093525179856,0.0618705035971223,0.2776978417266187
