balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,890.0,388.0,502.0,227.0,44.0,175.0,124.0,346.0,155.0,0.0,0.0,1.0,385.0,0.43595505617977526,0.5640449438202247,0.04943820224719101,0.2550561797752809,0.5850515463917526,0.3887640449438202,0.17415730337078653
0,1,345.0,85.0,260.0,55.0,18.0,37.0,26.0,219.0,38.0,0.0,0.0,3.0,96.0,0.2463768115942029,0.7536231884057971,0.05217391304347826,0.15942028985507245,0.6470588235294118,0.6347826086956522,0.11014492753623188
0,2,81.0,18.0,63.0,7.0,0.0,4.0,3.0,50.0,8.0,0.0,27.0,0.0,18.0,0.2222222222222222,0.7777777777777778,0.0,0.08641975308641975,0.3888888888888889,0.6172839506172839,0.09876543209876543
1,0,314.0,149.0,165.0,99.0,24.0,72.0,53.0,121.0,44.0,0.0,0.0,0.0,141.0,0.4745222929936306,0.5254777070063694,0.07643312101910828,0.31528662420382164,0.6644295302013423,0.3853503184713376,0.14012738853503184
1,1,305.0,126.0,179.0,61.0,12.0,42.0,33.0,132.0,46.0,0.0,0.0,1.0,121.0,0.4131147540983607,0.5868852459016394,0.03934426229508197,0.2,0.48412698412698413,0.43278688524590164,0.15081967213114755
1,2,169.0,57.0,112.0,25.0,0.0,11.0,7.0,84.0,11.0,0.0,74.0,0.0,50.0,0.33727810650887574,0.6627218934911243,0.0,0.14792899408284024,0.43859649122807015,0.4970414201183432,0.0650887573964497
2,0,107.0,52.0,55.0,35.0,8.0,24.0,14.0,38.0,15.0,0.0,0.0,1.0,43.0,0.48598130841121495,0.514018691588785,0.07476635514018691,0.32710280373831774,0.6730769230769231,0.35514018691588783,0.14018691588785046
2,1,162.0,68.0,94.0,45.0,6.0,35.0,27.0,51.0,41.0,0.0,0.0,2.0,80.0,0.41975308641975306,0.5802469135802469,0.037037037037037035,0.2777777777777778,0.6617647058823529,0.3148148148148148,0.25308641975308643
2,2,149.0,73.0,76.0,32.0,0.0,18.0,11.0,48.0,22.0,0.0,82.0,1.0,65.0,0.4899328859060403,0.5100671140939598,0.0,0.21476510067114093,0.4383561643835616,0.3221476510067114,0.1476510067114094
3,0,35.0,11.0,24.0,6.0,2.0,4.0,3.0,17.0,6.0,17.0,0.0,1.0,11.0,0.3142857142857143,0.6857142857142857,0.05714285714285714,0.17142857142857143,0.5454545454545454,0.4857142857142857,0.17142857142857143
3,1,57.0,21.0,36.0,12.0,3.0,8.0,4.0,21.0,13.0,21.0,0.0,1.0,25.0,0.3684210526315789,0.631578947368421,0.05263157894736842,0.21052631578947367,0.5714285714285714,0.3684210526315789,0.22807017543859648
3,2,68.0,32.0,36.0,16.0,0.0,6.0,3.0,26.0,10.0,26.0,36.0,0.0,31.0,0.47058823529411764,0.5294117647058824,0.0,0.23529411764705882,0.5,0.38235294117647056,0.14705882352941177
