balls,strikes,samples,avg_base_lookup,avg_base_raw,avg_scale,avg_count_adjust,avg_close_ball_bonus,avg_discipline_adjust,avg_discipline_bias,avg_discipline_logit_offset,avg_close_strike_mix,avg_penalty_source,avg_penalty_factor,avg_penalty_floor,avg_penalty_delta,avg_penalty_multiplier,avg_location_adjust,avg_take_bonus,avg_pre_two_strike,avg_two_strike_bonus,avg_final,avg_discipline,avg_discipline_raw,avg_discipline_raw_scaled,avg_discipline_norm,avg_discipline_clamped,avg_discipline_logit,avg_discipline_pct,avg_discipline_penalty,pitch_kind_sure_strike_pct,pitch_kind_close_strike_pct,pitch_kind_close_ball_pct,pitch_kind_sure_ball_pct
0,0,16035,0.6132127905208504,0.3349978172747207,1.8575658247581524,-0.19999999999995474,0.0,0.000423483505504198,0.012087475006961645,-0.09500000000002252,0.015408793264733885,0.5120874750069597,0.8362881452552136,0.0,-0.06377896269892003,0.953582787651894,0.0,0.0,0.34986369302583087,0.0,0.34986369302583087,1.0,182.89906454630497,135.3453077642677,1.353453077642673,1.0,0.5120874750069597,1.1800000000002124,1.3499999999998404,0.5358278765201122,0.25681322107888993,0.1468038665419395,0.06055503585905831
0,1,7417,0.5934405878387425,0.3315720641769216,1.8048788458946794,-0.12000000000000413,0.000818390184710788,0.017504729657459445,0.2867458455854623,0.0,0.022213833086154065,0.7867458455854137,0.8580587673734064,0.0,-0.05961248448600879,0.9512875825805028,0.0,0.0,0.4321512231949132,0.0,0.4321512231949132,1.0,157.67952002157207,145.0651584198468,1.450651584198461,1.0,0.7867458455854137,1.1800000000001214,1.3500000000001886,0.5128758258055818,0.3702305514358905,0.08183901847107995,0.035054604287447756
0,2,3329,0.615161655752449,0.3528266746770762,1.7458972664463148,0.0007999999999999511,0.00022228897566836897,0.013796174032887246,0.15295316890810864,0.0,0.019285070591769576,0.6529531689081097,0.9673767325706628,0.0,-0.01704835194468173,0.9662961850405716,0.0,0.0,0.6129317668163496,0.060000000000001816,0.6729317668163514,1.0,137.65875638329828,126.64605587263699,1.2664605587263444,1.0,0.6529531689081097,1.1799999999999324,1.3499999999999737,0.6629618504055271,0.321417843196155,0.011114448783418444,0.0045058576148993695
1,0,5984,0.6270340748662769,0.348288770053494,1.8191379679144584,-0.12000000000000403,0.0,0.011416371109949615,0.20258059638467366,-0.08499999999999114,0.014207887700535044,0.7025805963846437,0.846585495967647,0.0,-0.06989628664336302,0.9621824866309939,0.0,0.0,0.44855415933289955,0.0,0.44855415933289955,1.0,198.11848262032086,154.5324164438508,1.5453241644385418,1.0,0.7025805963846437,1.1800000000000808,1.3500000000001469,0.6218248663101604,0.23679812834224598,0.10528074866310161,0.03609625668449198
1,1,5755,0.6205714154647831,0.34026411815813695,1.8552027801911446,-0.0699999999999943,0.001355343179843593,0.008970644840696545,0.22873678668161748,0.0,0.012531711555169628,0.7287367866816015,0.7860781692905219,0.0,-0.10061070388003254,0.9587836663770446,0.0,0.0,0.4602866996053318,0.0,0.4602866996053318,1.0,147.79496090356213,135.97136403127723,1.3597136403127479,1.0,0.7287367866816015,1.1800000000000723,1.3500000000001382,0.5878366637706343,0.20886185925282363,0.1355343179843614,0.0677671589921807
1,2,3308,0.6222259951632149,0.3417986698911687,1.8450756952840808,0.0005999999999999766,0.002696493349455834,0.006775680746203322,0.15294382256284525,0.0,0.014111245465538167,0.6529438225628466,0.8144929330238295,0.0,-0.10951887197756117,0.9578899637243286,0.0,0.0,0.5227792972813313,0.06000000000000181,0.5827792972813314,1.0,137.65160217654173,126.63947400242114,1.2663947400241835,1.0,0.6529438225628466,1.179999999999933,1.3499999999999712,0.5788996372430472,0.2351874244256348,0.13482466747279323,0.05108827085852479
2,0,1765,0.6331323195467262,0.35194334277619566,1.807413937677061,-0.12999999999999703,0.0,0.007885970549451992,0.12875361055401,-0.08499999999999881,0.015909348441926225,0.6287536105540074,0.8761323981744455,0.0,-0.06658721670248224,0.9613597733711168,0.0,0.0,0.44443107339371607,0.0,0.44443107339371607,1.0,183.06912181303116,146.4552974504242,1.4645529745042354,1.0,0.6287536105540074,1.1800000000000177,1.3499999999999552,0.6135977337110482,0.2651558073654391,0.11104815864022663,0.010198300283286119
2,1,2786,0.6381989117013374,0.3593431442928817,1.781326633165806,-0.06999999999999551,0.0007214644651830585,-0.01015789897333285,-0.13769770076360652,0.0,0.014687724335965555,0.362302299236401,0.9979181929811526,0.020000000000001118,-0.0013453756588529403,0.6916008614500998,0.0,0.0,0.5574171015343632,0.0,0.5574171015343632,0.9897022613065387,120.97828427853554,104.04132447953889,1.0404132447954086,0.9897022613065387,0.362302299236401,1.1799999999999513,1.3499999999999384,0.6787508973438622,0.2447954055994257,0.07214644651830582,0.004307250538406317
2,2,2777,0.6362749585883783,0.3608318329132033,1.767209794742508,0.0003999999999999795,0.0009794742527907822,-0.019850122458874003,-0.24433876162471954,0.0,0.01488656823910697,0.2556612383752797,1.0,0.0,0.0,0.6696435001800601,0.0,0.0,0.617804310382321,0.06000000000000172,0.6778043103823124,0.8416753330932732,116.89935181850919,84.1675333093252,0.8416753330932732,0.8416753330932732,0.2556612383752797,1.1799999999999515,1.3499999999999384,0.6996759092545913,0.2481094706517825,0.04897371263953907,0.0032409074540871445
3,0,525,0.5632810361904763,0.2895619047619061,1.9786346666666785,-0.00020000000000000183,0.0,0.008578968625392812,0.151925268610912,0.0,0.020571428571428574,0.6519252686109122,0.9104096988550251,0.20000000000000182,-0.05138415856856639,0.9241904761904699,0.0,0.0,0.5202758462473026,0.0,0.5202758462473026,0.6499999999999972,173.13142857142856,159.2809142857142,1.5928091428571471,0.6499999999999972,0.6519252686109122,1.1799999999999962,1.350000000000013,0.2419047619047619,0.34285714285714286,0.2761904761904762,0.13904761904761906
3,1,748,0.6151395614973294,0.33025401069518867,1.8683850267379516,0.030000000000000124,0.0021256684491978628,-0.008451752523943508,-0.11233116902778299,0.0,0.021737967914438553,0.3876688309722161,0.9996769378258262,0.18000000000000344,-0.00024075146884468306,0.4588235294117642,0.0,0.0,0.6385727259537346,0.0,0.6385727259537346,0.6063995721925091,92.89839572192513,85.46652406417168,0.8546652406417102,0.6063995721925091,0.3876688309722161,1.1799999999999824,1.3500000000000159,0.4117647058823529,0.3622994652406417,0.21256684491978609,0.013368983957219251
