year,avg,babip,bb_pct,bip_double_play_pct,bip_fb_pct,bip_gb_pct,bip_ld_pct,called_third_strike_share_of_so,contact_pct,first_pitch_strike_pct,hr_per_fb_pct,iso,k_minus_bb_pct,k_pct,o_contact_pct,o_swing_pct,obp,ops,pitches_per_pa,pitches_put_in_play_pct,sb_pct,sba_per_pa,slg,swing_pct,z_contact_pct,z_swing_pct,zone_pct
2045,0.2455636911119404,0.30520617736029293,0.08580083819241982,0.024831165260426512,0.39951540563297994,0.3922808585225027,0.20820373584451737,0.26670999350097485,0.8170880766926303,0.6284734876093294,0.07296941664340684,0.12648145050250284,0.14200300655976678,0.2278038447521866,0.6659459263027836,0.3280991045772675,0.31934413429631076,0.691389275910754,3.8924357689504374,0.17026101051239514,0.6818355640535373,0.05956177113702624,0.37204514161444324,0.4883158224274182,0.8914485446613746,0.6427303283633543,0.509220654969323
2046,0.24622563466211675,0.3061445761717709,0.08737343181013915,0.023696518872646313,0.394746379938213,0.3914154053261076,0.2138382147356794,0.27237139272271016,0.8193740738970412,0.6264882820972363,0.07389561485200631,0.12489012977612327,0.1400783096083378,0.22745174141847696,0.6681823992403075,0.3260007620317672,0.3209802611880139,0.6920960256262539,3.911907398317371,0.16907848853326796,0.6744873452798817,0.0617915320601363,0.37111576443824,0.4883990346876304,0.8928948840678809,0.6445296625933663,0.509838423984569
2047,0.2465575540955785,0.3034706546275395,0.08741453647770839,0.025036743343473358,0.3954780052636976,0.39103462419250096,0.21348737054380149,0.27179878048780487,0.8206607829825753,0.6251663765741784,0.07841497411389885,0.12926368299926716,0.13646860744229436,0.22388314392000272,0.6736572890025575,0.32438902979590867,0.3208231472873555,0.6966443843822012,3.913814090531609,0.17008103803090374,0.6510750660128254,0.06031648521665927,0.37582123709484566,0.4880942692043856,0.8917584068138044,0.6456916617224225,0.5095048192631004
2048,0.23937614773814758,0.30139003627743255,0.08779027244468825,0.02520039817676953,0.39798466670159444,0.3894098950420007,0.21260543825640488,0.2597560975609756,0.8127308911504636,0.6275941671237887,0.07048170657095076,0.11985619325970565,0.14648473212653135,0.2342750045712196,0.663947620684042,0.32739988038348344,0.3151711495670821,0.6744034905649353,3.9243691716950084,0.16674820470707458,0.6703296703296703,0.060317242640336444,0.35923234099785323,0.4887273659136046,0.8858262469010743,0.6448302535453373,0.5082295179354568
2049,0.24502410998255875,0.30345895351701324,0.0864894329809101,0.02423776582116321,0.3932530532069348,0.3935946707660774,0.21315227602698777,0.2689540675152186,0.8193732024787262,0.6262988745925935,0.07467545516659298,0.1251410690468862,0.1392393563260161,0.2257287893069262,0.6724896317707679,0.3276353946695058,0.31925683410412564,0.6894220131335707,3.9174284838229783,0.1697168052829773,0.660235999250796,0.06063118207524672,0.37016517902944496,0.48885803158074775,0.8918148331798541,0.6455182505115631,0.5071762567508414
2050,0.2428182172051382,0.3003291522106574,0.08860194374806828,0.025443930076694536,0.39615145443239136,0.3929731223657846,0.2108754232018241,0.26750038127192316,0.8195566629332599,0.6288334077406504,0.07404715762273902,0.1260931620604645,0.1365774923589409,0.22517943610700916,0.6711768236128539,0.3265455193301265,0.31865847461542013,0.6875698538810229,3.918174845747908,0.16913637957228,0.6680785521755872,0.05945717000354866,0.3689113792656027,0.4877906976744186,0.8924214549806205,0.6439358214963483,0.5080343578356901
2051,0.24540154854387755,0.30594047045815276,0.0863183425047764,0.025125541125541124,0.3966233766233766,0.38834632034632033,0.21503030303030304,0.26975979268414235,0.8158828083272821,0.6304270727270647,0.0739842328684051,0.12491759626694934,0.1432461188207164,0.2295644613254928,0.6663926039611197,0.3272544634849264,0.3191116036385464,0.6894307484493734,3.8971959409214154,0.1695288419198591,0.6568069776260903,0.06033703623196696,0.3703191448108269,0.489161896374578,0.889000098301177,0.6453196004705773,0.5090386026713636
2052,0.24695212034788863,0.3078896615177734,0.087585603797799,0.023005106514674783,0.39483502690806555,0.3917229758773061,0.21344199721462837,0.26664015509270766,0.8173526508367175,0.6285334635608908,0.07350923908658114,0.1270153261134878,0.14088426025825943,0.22846986405605843,0.6695354699315809,0.32729694212489613,0.32124399830405537,0.6952114447654318,3.9247935855356553,0.16829869611264475,0.6641221374045801,0.06099873936695779,0.3739674464613764,0.4895307047242044,0.8896007321816726,0.6460494971260283,0.5089645872759576
2053,0.24583678113363674,0.30643351911536887,0.08587784074646516,0.023975090814737934,0.39752637951911435,0.3900536239404947,0.21241999654039093,0.26329734053189363,0.8173638686613002,0.6275344896674109,0.0728233680303397,0.1249870707488622,0.1431449997137787,0.22902284046024385,0.6687414935123854,0.32843213217150824,0.3192850379881301,0.6901088898706291,3.90538668498483,0.16947314110156075,0.6662164769438549,0.05933940122502719,0.37082385188249894,0.48873110613398374,0.8907435780268617,0.6438956004015369,0.5081379941134394
2054,0.24401040655457618,0.3045558411882319,0.08766133549781076,0.02400735485437735,0.3994865479019584,0.39279085500182137,0.20772259709622024,0.26244952893674295,0.8154264538879924,0.6260674722485796,0.07219402143260012,0.1243091419769865,0.14167800349822232,0.22933933899603307,0.6662768601081713,0.3253049287905086,0.3191079422216069,0.6874274907531696,3.9180890103231856,0.168206765151272,0.6652276295133438,0.058257976747110536,0.3683195485315627,0.48817280225952436,0.8879305750475209,0.6452023313523334,0.5091253388265295
