balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,833.0,365.0,468.0,181.0,36.0,140.0,94.0,317.0,148.0,0.0,0.0,3.0,349.0,0.4381752701080432,0.5618247298919568,0.04321728691476591,0.21728691476590636,0.4958904109589041,0.38055222088835533,0.17767106842737096
0,1,356.0,87.0,269.0,38.0,8.0,29.0,18.0,228.0,40.0,0.0,0.0,1.0,91.0,0.2443820224719101,0.7556179775280899,0.02247191011235955,0.10674157303370786,0.4367816091954023,0.6404494382022472,0.11235955056179775
0,2,96.0,27.0,69.0,10.0,0.0,6.0,2.0,58.0,3.0,0.0,31.0,1.0,17.0,0.28125,0.71875,0.0,0.10416666666666667,0.37037037037037035,0.6041666666666666,0.03125
1,0,296.0,145.0,151.0,74.0,18.0,53.0,36.0,108.0,42.0,0.0,0.0,1.0,126.0,0.48986486486486486,0.5101351351351351,0.060810810810810814,0.25,0.5103448275862069,0.36486486486486486,0.14189189189189189
1,1,331.0,139.0,192.0,64.0,7.0,56.0,32.0,138.0,52.0,0.0,0.0,2.0,129.0,0.4199395770392749,0.5800604229607251,0.021148036253776436,0.1933534743202417,0.460431654676259,0.4169184290030212,0.15709969788519637
1,2,181.0,73.0,108.0,24.0,0.0,10.0,7.0,88.0,11.0,0.0,83.0,0.0,54.0,0.40331491712707185,0.5966850828729282,0.0,0.13259668508287292,0.3287671232876712,0.4861878453038674,0.06077348066298342
2,0,100.0,50.0,50.0,25.0,5.0,20.0,12.0,36.0,14.0,0.0,0.0,0.0,52.0,0.5,0.5,0.05,0.25,0.5,0.36,0.14
2,1,171.0,71.0,100.0,27.0,7.0,20.0,15.0,70.0,29.0,0.0,0.0,1.0,74.0,0.4152046783625731,0.5847953216374269,0.04093567251461988,0.15789473684210525,0.38028169014084506,0.4093567251461988,0.1695906432748538
2,2,152.0,72.0,80.0,25.0,0.0,15.0,10.0,52.0,26.0,0.0,85.0,0.0,66.0,0.47368421052631576,0.5263157894736842,0.0,0.16447368421052633,0.3472222222222222,0.34210526315789475,0.17105263157894737
3,0,35.0,13.0,22.0,6.0,2.0,2.0,2.0,17.0,5.0,17.0,0.0,0.0,15.0,0.37142857142857144,0.6285714285714286,0.05714285714285714,0.17142857142857143,0.46153846153846156,0.4857142857142857,0.14285714285714285
3,1,78.0,31.0,47.0,16.0,3.0,12.0,8.0,34.0,12.0,34.0,0.0,1.0,28.0,0.3974358974358974,0.6025641025641025,0.038461538461538464,0.20512820512820512,0.5161290322580645,0.4358974358974359,0.15384615384615385
3,2,77.0,44.0,33.0,15.0,0.0,11.0,10.0,28.0,5.0,28.0,38.0,0.0,30.0,0.5714285714285714,0.42857142857142855,0.0,0.19480519480519481,0.3409090909090909,0.36363636363636365,0.06493506493506493
